Event number,event_uuid,start_time,end_time,Primary category,Rally Shot Type,Z Game Number,Receiving Location,Won By,Result Type,Server,Serving Location
494,514356f4-ba23-4a7c-801d-505d01614608,677.207,682.207,Player A Zone 7,Smash,Game 2,Player B Zone 6,,,Player B,Left
495,c3c34b0f-cb14-4c7a-95f8-edb765518ca0,677.787,682.787,Player B Zone 6,Short Defence,Game 2,Player A Zone 1,,,Player B,Left
496,306a01cb-e336-4cee-9e2b-4dd9941cda90,678.738,683.738,Player A Zone 1,Drive,Game 2,Player B Zone 5,,,Player B,Left
497,6e74a88a-4738-4242-8da4-b854eded7259,679.348,684.348,Player B Zone 5,Drive,Game 2,Player A Zone 4,,,Player B,Left
498,2ebf3c04-8340-439b-96e2-db8035de78bd,679.728,684.728,Player A Zone 4,Drive,Game 2,Player B Zone 6,,,Player B,Left
499,20278df1-c0c8-4fc2-a7dc-b7d9c2c64a42,680.194,685.194,Player B Zone 6,Lift,Game 2,Player A Zone 5,,,Player B,Left
500,1705101a-c71f-4027-a637-b3256da3931a,681.272,686.272,Player A Zone 5,Smash,Game 2,Player B Zone 4,,,Player B,Left
501,1ac57874-57ed-4cd5-a110-0910c7687c82,681.902,686.902,Player B Zone 4,Short Defence,Game 2,Player A Zone 3,,,Player B,Left
502,1d4df2e4-aa94-401d-a50a-581d24c31d21,682.749,687.749,Player A Zone 3,Lift,Game 2,Player B Zone 8,,,Player B,Left
503,2a08fa9b-2bad-4791-bf08-676ee4cc31ba,683.702,688.702,Player B Zone 8,Clear,Game 2,Player A Zone 6,,,Player B,Left
504,c14c0f5e-271f-4e9f-a979-f6bfe2170b3a,684.953,689.953,Player A Zone 6,Drop,Game 2,Player B Zone 1,,,Player B,Left
505,a78e85f2-08ea-4709-8ae3-ec7945f85a05,686.183,691.183,Player B Zone 1,Lift,Game 2,Player A Zone 6,,,Player B,Left
506,b7595a1d-7c40-4e1a-a40f-4bdd965e3cda,687.216,692.216,Player A Zone 6,Drive,Game 2,Player B Zone 4,,,Player B,Left
507,7463e948-6846-4a79-915c-18d3b126d707,688.35,693.35,Player B Zone 4,Drop,Game 2,Player A Zone 1,,,Player B,Left
508,6a2f2930-487f-476b-94c7-3fa74565edd5,689.027,694.027,Player A Zone 1,Lift,Game 2,Player B Zone 9,,,Player B,Left
509,b56ef220-6720-465e-9a69-bfb403fd7be8,690.167,695.167,Player B Zone 9,Drop,Game 2,Player A Zone 3,,,Player B,Left
510,66fc72e5-ec41-4e4e-b28e-39b40c564216,691.276,696.276,Player A Zone 3,Net Shot,Game 2,Player B Zone 3,,,Player B,Left
511,3d2d36af-bd5b-4595-9c16-085630e6e96c,692.13,697.13,Player B Zone 3,Lift,Game 2,Player A Zone 9,,,Player B,Left
512,52107def-2369-4d48-9260-9cc117b1264a,693.757,698.757,Player A Zone 9,Drop,Game 2,Player B Zone 4,,,Player B,Left
513,59d527c6-0aff-4710-be86-1fc47bca9797,694.735,699.735,Player B Zone 4,Lift,Game 2,Player A Zone 7,,,Player B,Left
514,639373f9-9005-41eb-9362-8b098c78c811,695.916,700.916,Player A Zone 7,Drop,Game 2,Player B Zone 3,,,Player B,Left
515,3210caa0-a7da-4a47-9f06-d277d8547530,697.116,702.116,Player B Zone 3,Net Shot,Game 2,Player A Zone 3,,,Player B,Left
516,cda45fb1-5b49-41a6-838f-67897825868e,697.958,702.958,Player A Zone 3,Lift,Game 2,Player B Zone 7,,,Player B,Left
517,bf775817-ae00-43de-ac67-950d0d1ac34f,699.004,704.004,Player B Zone 7,Drop,Game 2,Player A Zone 3,,,Player B,Left
518,8ba31d3d-1260-4741-ab09-108664cb5eea,699.941,704.941,Player A Zone 3,Net Shot,Game 2,Player B Zone 1,,,Player B,Left
519,637f8a5a-4f83-4808-a136-2d5f36da473c,700.744,705.744,Player B Zone 1,Net Shot,Game 2,Player A Zone 3,,,Player B,Left
520,d063027b-de4a-4520-acfd-c11bdc7ee88e,702.057,707.057,Player A Zone 3,Net Shot,Game 2,Net,Won Point Player B,Opp Forced Error,Player B,Left
521,e2aca11c-825c-4b92-be99-b012561e41e7,707.37,712.37,Player B Zone 5,Serve,Game 2,Player A Zone 3,,,Player B,Right
522,de576430-0fbf-4df8-bf01-7f8a3137e455,708.176,713.176,Player A Zone 3,Lift,Game 2,Player B Zone 7,,,Player B,Right
523,8294de44-a9e2-4803-9e10-ea7080568e77,708.859,713.859,Player B Zone 7,Smash,Game 2,Player A Zone 4,,,Player B,Right
524,b7387b10-d601-4a82-beb2-193f39dce980,709.386,714.386,Player A Zone 4,Short Defence,Game 2,Player B Zone 3,,,Player B,Right
525,dadcac39-866a-4895-9362-6ee1133282f1,710.565,715.565,Player B Zone 3,Lift,Game 2,Player A Zone 7,,,Player B,Right
526,8b3fffd0-1be1-4352-93e1-015c7aac8123,711.441,716.441,Player A Zone 7,Clear,Game 2,Player B Zone 9,,,Player B,Right
527,3843c2d9-12aa-4e76-bd11-cb0e9eaa910f,712.731,717.731,Player B Zone 9,Drop,Game 2,Player A Zone 1,,,Player B,Right
528,54f4376c-4755-41c6-a64f-ff27a609303a,713.492,718.492,Player A Zone 1,Lift,Game 2,Player B Zone 7,,,Player B,Right
529,e022ef83-e6a0-40a5-83c7-d1dbcf14eb52,714.226,719.226,Player B Zone 7,Drop,Game 2,Player A Zone 3,,,Player B,Right
530,cc23aaee-8cb8-4b7c-b6a2-106904d80a0c,715.298,720.298,Player A Zone 3,Lift,Game 2,Player B Zone 8,,,Player B,Right
531,a98606af-0094-46c4-965a-fd82f616997f,716.33,721.33,Player B Zone 8,Clear,Game 2,Player A Zone 7,,,Player B,Right
532,4216609e-f13c-44f2-9d91-c4eb91443c22,717.437,722.437,Player A Zone 7,Smash,Game 2,Player B Zone 6,,,Player B,Right
533,b89c21cd-a467-44f9-8ea6-22e1a7f0a0c4,718.315,723.315,Player B Zone 6,Drop,Game 2,Player A Zone 1,,,Player B,Right
534,55a74dec-dbbd-4055-92a7-3c7431878a05,718.96,723.96,Player A Zone 1,Lift,Game 2,Player B Zone 5,,,Player B,Right
535,8c1ae012-adac-409e-84ff-708514ca1dc2,719.46,724.46,Player B Zone 5,Smash,Game 2,Player A Zone 5,,,Player B,Right
536,78a5a7c0-e48f-41a2-bc26-16e0220d73b3,720.081,725.081,Player A Zone 5,Short Defence,Game 2,Player B Zone 1,,,Player B,Right
537,6ed103b4-0354-476e-a62f-4a629bf7afb8,720.968,725.968,Player B Zone 1,Lift,Game 2,Player A Zone 7,,,Player B,Right
538,aa379b9b-2614-4a42-a51d-b8f1aead0c3b,722.375,727.375,Player A Zone 7,Clear,Game 2,Player B Zone 9,,,Player B,Right
539,2199411f-e6ff-4ae1-a882-ce71d694a771,723.653,728.653,Player B Zone 9,Clear,Game 2,Player A Zone 7,,,Player B,Right
540,184fb3fd-da65-44ce-9482-15413bc29946,724.597,729.597,Player A Zone 7,Drop,Game 2,Player B Zone 1,,,Player B,Right
541,8222e75d-cbb5-4124-9227-29f26216725e,725.86,730.86,Player B Zone 1,Net Shot,Game 2,Out,Won Point Player A,Opp Forced Error,Player B,Right
542,2b02a2dd-df02-4dde-a519-655b476b1823,732.82,737.82,Player A Zone 5,Serve,Game 2,Player B Zone 7,,,Player A,Left
543,0fae74c4-d555-418a-a81f-ea513d457b8f,734.024,739.024,Player B Zone 7,Clear,Game 2,Player A Zone 6,,,Player A,Left
544,e1a9a1ad-c229-44e9-a75b-fc842afae66f,735.025,740.025,Player A Zone 6,Smash,Game 2,Player B Zone 6,,,Player A,Left
545,3b49231d-cd35-476c-acbe-b3c38c72583a,735.581,740.581,Player B Zone 6,Drive,Game 2,Player A Zone 4,,,Player A,Left
546,cb5d1639-9f4b-45f5-8d7c-6631726468ab,736.339,741.339,Player A Zone 4,Drop,Game 2,Player B Zone 3,,,Player A,Left
547,717bb2fc-9b0b-4157-8426-fe77dc15d362,737.624,742.624,Player B Zone 3,Lift,Game 2,Player A Zone 7,,,Player A,Left
548,a00ceb41-4967-4442-89c5-593b11c51598,738.699,743.699,Player A Zone 7,Drop,Game 2,Player B Zone 3,,,Player A,Left
549,05d217f4-f3aa-4b9d-9c1b-e11a60b6f273,739.55,744.55,Player B Zone 3,Drive,Game 2,Player A Zone 6,,,Player A,Left
550,3155c095-35b7-4cec-b892-67c6eb664412,740.314,745.314,Player A Zone 6,Short Defence,Game 2,Out,Won Point Player B,Opp Forced Error,Player A,Left
551,97d7da0c-4491-44cb-b3f1-e3b417efb05a,742.883,747.883,Player B Zone 5,Serve,Game 2,Player A Zone 2,,,Player B,Left
552,9070dd24-6c44-4637-b616-423923809f05,743.602,748.602,Player A Zone 2,Net Shot,Game 2,Player B Zone 1,,,Player B,Left
553,f7dc57a9-4a4b-40be-b3cd-8b5bec961c7f,744.59,749.59,Player B Zone 1,Lift,Game 2,Player A Zone 7,,,Player B,Left
554,bb90e63e-1f46-47f0-9983-cc067c90edb2,745.555,750.555,Player A Zone 7,Clear,Game 2,Player B Zone 9,,,Player B,Left
555,bf5e5c6c-4b33-4015-950c-2332ebed40d4,746.653,751.653,Player B Zone 9,Drop,Game 2,Player A Zone 1,,,Player B,Left
556,db7c31bc-e2c5-4032-ac53-2222306a7558,747.803,752.803,Player A Zone 1,Net Shot,Game 2,Player B Zone 3,,,Player B,Left
557,176017bf-a456-4aea-8ea6-54d71899eeca,748.609,753.609,Player B Zone 3,Lift,Game 2,Player A Zone 7,,,Player B,Left
558,11b656fe-652b-4645-a57d-a6d11f2addaa,749.385,754.385,Player A Zone 7,Clear,Game 2,Player B Zone 9,,,Player B,Left
559,4305f4bf-b967-473d-add3-af979beeb6f1,750.314,755.314,Player B Zone 9,Drop,Game 2,Player A Zone 1,,,Player B,Left
560,1e3e5179-ed41-46d6-9e42-16a37d8da44d,751.271,756.271,Player A Zone 1,Lift,Game 2,Player B Zone 9,,,Player B,Left
561,e0881710-eabc-46c1-a0db-9a414def2a59,752.198,757.198,Player B Zone 9,Clear,Game 2,Player A Zone 5,,,Player B,Left
562,89c59bc2-1144-49b0-9580-74e6e739525f,752.835,757.835,Player A Zone 5,Smash,Game 2,Player B Zone 7,Won Point Player A,Winner,Player B,Left
563,beb5f042-9c71-46ec-8718-d91ddc00676f,755.866,760.866,Player A Zone 5,Serve,Game 2,Player B Zone 2,Won Point Player B,Opp Unforced Error,Player A,Right
564,c7917303-1038-4439-84e8-018d742cca56,762.157,767.157,Player B Zone 5,Serve,Game 2,Player A Zone 3,,,Player B,Right
565,2d2b0d03-a397-4b9c-8963-fd7a442a14c8,762.978,767.978,Player A Zone 3,Net Shot,Game 2,Player B Zone 1,,,Player B,Right
566,9f1b960e-bbf4-4145-a166-5c0822e4d4ba,763.742,768.742,Player B Zone 1,Lift,Game 2,Player A Zone 9,,,Player B,Right
567,742d7e75-1b6c-467b-adcf-fe6402562eb2,765.42,770.42,Player A Zone 9,Smash,Game 2,Player B Zone 5,,,Player B,Right
568,2e009d2e-707b-41e0-8186-068a7145789c,766.062,771.062,Player B Zone 5,Drop,Game 2,Player A Zone 3,,,Player B,Right
569,b6c27cae-d8a8-4103-a019-2c86264f0510,767.277,772.277,Player A Zone 3,Lift,Game 2,Player B Zone 7,,,Player B,Right
570,18d400c6-d358-4b35-88e7-d5f1dd95467e,768.155,773.155,Player B Zone 7,Drop,Game 2,Player A Zone 1,,,Player B,Right
571,31a47bbb-5bcd-4657-bc96-7ef16d6ec479,768.798,773.798,Player A Zone 1,Net Shot,Game 2,Player B Zone 3,,,Player B,Right
572,603d4958-0d51-4bab-ab0e-db08e3e9db14,769.935,774.935,Player B Zone 3,Net Shot,Game 2,Player A Zone 1,,,Player B,Right
573,a2a908cb-c7e2-497d-bb4e-f54280170cdb,770.593,775.593,Player A Zone 1,Net Kill,Game 2,Player B Zone 3,Won Point Player A,Winner,Player B,Right
574,f3ba51cc-8b10-4af2-8e2c-cc8e6c0270df,774.858,779.858,Player A Zone 5,Serve,Game 2,Player B Zone 7,,,Player A,Left
575,4d6adb02-90c8-4011-a61e-62831c33b6b4,776.341,781.341,Player B Zone 7,Clear,Game 2,Player A Zone 6,,,Player A,Left
576,7a5890de-3e2a-4893-9c86-8dd0084c96b0,777.306,782.306,Player A Zone 6,Drive,Game 2,Player B Zone 4,,,Player A,Left
577,0b5b8687-411a-454c-b5d2-7f566f8577b5,778.063,783.063,Player B Zone 4,Drop,Game 2,Player A Zone 1,,,Player A,Left
578,c32186ba-a763-4bab-9c26-58126df724e2,779.047,784.047,Player A Zone 1,Lift,Game 2,Player B Zone 8,,,Player A,Left
579,64d0472f-a964-43e6-bb86-029166f84aa0,780.765,785.765,Player B Zone 8,Drop,Game 2,Player A Zone 3,,,Player A,Left
580,03ac1f7b-34bd-4419-af09-382a161a9033,781.946,786.946,Player A Zone 3,Net Shot,Game 2,Net,Won Point Player B,Opp Forced Error,Player A,Left
581,21dac405-78a4-4125-a2eb-140fb8c02ac4,785.646,790.646,Player B Zone 5,Serve,Game 2,Player A Zone 1,,,Player B,Left
582,c27810a7-f80e-4ff9-95e3-aad5775bd073,786.02,791.02,Player A Zone 1,Drive,Game 2,Player B Zone 8,,,Player B,Left
583,2f4cc440-b2f1-4ca1-a90d-e67b550da79f,786.712,791.712,Player B Zone 8,Smash,Game 2,Player A Zone 4,,,Player B,Left
584,0117bcd3-6322-4ac9-9cce-744d61119878,787.365,792.365,Player A Zone 4,Short Defence,Game 2,Player B Zone 3,,,Player B,Left
585,25af6f3a-20f0-4ea7-b6bf-b87b0b6f2a85,788.426,793.426,Player B Zone 3,Drive,Game 2,Out,Won Point Player A,Opp Forced Error,Player B,Left
586,0ef1719f-df78-4972-80cd-3dd312b0ad64,792.512,797.512,Player A Zone 5,Serve,Game 2,Player B Zone 2,,,Player A,Right
587,90ae8a69-6423-4baf-a678-5f347b47e512,793.356,798.356,Player B Zone 2,Lift,Game 2,Player A Zone 7,,,Player A,Right
588,b446f4ed-f9c0-46a1-8536-7c3ac02e5734,794.308,799.308,Player A Zone 7,Clear,Game 2,Player B Zone 7,,,Player A,Right
589,b34c8979-aa9b-4076-8f04-b4b8d3abcde3,795.411,800.411,Player B Zone 7,Drop,Game 2,Net,Won Point Player A,Opp Forced Error,Player A,Right
590,acde1b2b-dbb2-491e-afbd-13a37fab143c,805.106,810.106,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Right
591,4f57384a-6415-4265-ac26-c5843fd4f24e,805.79,810.79,Player B Zone 2,Net Shot,Game 3,Net,Won Point Player A,Opp Forced Error,Player A,Right
592,87bb39fe-706d-4eaf-b7ee-7ad4ac8c6dac,809.649,814.649,Player A Zone 5,Serve,Game 3,Player B Zone 1,,,Player A,Left
593,6d2c1e12-75f8-4e2f-9728-4e594e77408f,810.144,815.144,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,,,Player A,Left
594,96e2b084-a82c-402d-9052-0278070a53fc,811.231,816.231,Player A Zone 3,Lift,Game 3,Player B Zone 8,,,Player A,Left
595,324a26b8-cd83-4740-82f7-c2473c317cfa,812.084,817.084,Player B Zone 8,Smash,Game 3,Player A Zone 4,,,Player A,Left
596,b63f78ab-c348-4c4a-92c6-acb3c7684baf,812.569,817.569,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player A,Left
597,0eb5d537-665a-43d9-8581-1532b6f5dfdd,813.469,818.469,Player B Zone 3,Lift,Game 3,Player A Zone 7,,,Player A,Left
598,967bf3be-3e21-4dad-8c21-874a90d2368e,814.961,819.961,Player A Zone 7,Clear,Game 3,Player B Zone 7,,,Player A,Left
599,1b802473-8d90-46aa-ad95-75bd6d3751c3,816.221,821.221,Player B Zone 7,Smash,Game 3,Player A Zone 7,Won Point Player B,Winner,Player A,Left
600,c651f1da-0731-4cd8-ae8f-94ba5c21b539,819.026,824.026,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
601,4d53cf0f-6366-48fb-b541-ebc538f93546,820.965,825.965,Player A Zone 2,Lift,Game 3,Player B Zone 5,,,Player B,Left
602,19d479d3-49d6-42a0-b5ff-4f86a3715edc,821.795,826.795,Player B Zone 5,Drive,Game 3,Out,Won Point Player A,Opp Forced Error,Player B,Left
603,e6bdf94d-6492-4ac2-ae2c-574e1c0f99dd,825.181,830.181,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Right
604,e5cef239-bb55-4738-a97b-d299b7bebc62,825.717,830.717,Player B Zone 2,Lift,Game 3,Player A Zone 7,,,Player A,Right
605,77a18fff-ffd8-4e17-820b-e777223c3ab0,826.656,831.656,Player A Zone 7,Drop,Game 3,Player B Zone 2,,,Player A,Right
606,84504575-9ade-485e-8eef-497fa77ed7be,827.51,832.51,Player B Zone 2,Drive,Game 3,Player A Zone 4,,,Player A,Right
607,7f91c264-b2d8-4334-b33c-8336f8cf0f87,828.051,833.051,Player A Zone 4,Clear,Game 3,Player B Zone 5,,,Player A,Right
608,8da4794d-d142-4776-84b9-e3a8ec5c7058,828.863,833.863,Player B Zone 5,Smash,Game 3,Net,Won Point Player A,Opp Forced Error,Player A,Right
609,efdfe734-720d-4573-bbf8-9aa8338fdba3,831.985,836.985,Player A Zone 5,Serve,Game 3,Player B Zone 1,,,Player A,Left
610,e1d60d84-4f3e-4e78-a708-ba99ea918828,833.37,838.37,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player A,Left
611,eaedddff-5251-4842-9faf-93d3e821b2d6,834.638,839.638,Player A Zone 9,Drive,Game 3,Player B Zone 4,,,Player A,Left
612,6c892f79-c736-44d8-989d-2194ee707c0a,835.341,840.341,Player B Zone 4,Drive,Game 3,Player A Zone 9,,,Player A,Left
613,58d9f3b9-f069-486a-80c0-f22ec34a4c79,836.155,841.155,Player A Zone 9,Clear,Game 3,Player B Zone 7,,,Player A,Left
614,90a263c7-d086-4dcf-9ec0-e951f75c829e,837.248,842.248,Player B Zone 7,Drop,Game 3,Player A Zone 1,,,Player A,Left
615,cd96b8b2-f13a-4ed1-936b-02f4932de841,838.487,843.487,Player A Zone 1,Net Shot,Game 3,Net,Won Point Player B,Opp Forced Error,Player A,Left
616,c4cc59f3-0b94-439f-9cd7-e52cee5bb6ea,841.76,846.76,Player B Zone 5,Serve,Game 3,Player A Zone 3,,,Player B,Right
617,d6965f64-5630-4768-882a-57fb1c647a9e,842.458,847.458,Player A Zone 3,Drive,Game 3,Player B Zone 4,,,Player B,Right
618,e7359c3d-0397-4251-ba7d-c9eda8916f52,843.057,848.057,Player B Zone 4,Clear,Game 3,Player A Zone 8,Won Point Player B,Winner,Player B,Right
619,1956cb6a-530c-4df6-8846-5e2b040e7c0f,847.099,852.099,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
620,305b8fc7-37be-4242-b42c-03b76f832a4c,848.063,853.063,Player A Zone 2,Net Shot,Game 3,Player B Zone 1,,,Player B,Left
621,3ffb6e54-41cb-472d-b12f-8bda44c34aaf,848.776,853.776,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,,,Player B,Left
622,24738d8a-7019-46c6-b7db-c8f2b7a1dbc4,849.667,854.667,Player A Zone 3,Lift,Game 3,Player B Zone 7,,,Player B,Left
623,d552bb18-dfc4-4308-8ce0-4319100b0115,851.389,856.389,Player B Zone 7,Drop,Game 3,Player A Zone 3,,,Player B,Left
624,0fe34e85-0eb5-4262-8b20-ebb0c55c958c,852.172,857.172,Player A Zone 3,Net Shot,Game 3,Player B Zone 3,,,Player B,Left
625,74a24cea-fd05-4370-b0a7-22ab0aebcf97,852.962,857.962,Player B Zone 3,Lift,Game 3,Player A Zone 9,,,Player B,Left
626,8c2ba1a6-c239-4795-83eb-cb597b73a0fb,854.311,859.311,Player A Zone 9,Smash,Game 3,Player B Zone 6,,,Player B,Left
627,73bca6f2-e3ed-4efc-9f2c-be5f1b5f3c56,855.096,860.096,Player B Zone 6,Drop,Game 3,Player A Zone 1,,,Player B,Left
628,b6f7cc00-a734-4746-a514-ae66d6dc923c,856.094,861.094,Player A Zone 1,Lift,Game 3,Player B Zone 9,,,Player B,Left
629,2113ed32-6778-4924-bd21-b14f887a7968,857.568,862.568,Player B Zone 9,Drive,Game 3,Player A Zone 8,,,Player B,Left
630,0a0e4c9b-b74d-4298-8e28-bef1190b4f11,858.148,863.148,Player A Zone 8,Clear,Game 3,Player B Zone 9,,,Player B,Left
631,5f897828-86de-4f44-bc23-b0f3fb414471,859.457,864.457,Player B Zone 9,Clear,Game 3,Player A Zone 9,,,Player B,Left
632,ab8da2a4-3029-4cd6-92fe-4b9809cbb0e9,860.537,865.537,Player A Zone 9,Drive,Game 3,Player B Zone 4,,,Player B,Left
633,63015388-e767-4325-bd3d-02e2adfc2b4b,861.548,866.548,Player B Zone 4,Drop,Game 3,Player A Zone 3,,,Player B,Left
634,19f8d416-08db-4874-8f6d-0ef521be6e4f,862.442,867.442,Player A Zone 3,Net Shot,Game 3,Player B Zone 2,,,Player B,Left
635,60e61fce-8e3b-4478-b4e3-97e0487ef0f9,863.315,868.315,Player B Zone 2,Lift,Game 3,Player A Zone 9,,,Player B,Left
636,7e22bdc9-fae5-416c-bf3a-b34e88baa701,863.823,868.823,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player B,Left
637,f1dcba0b-9819-4f2e-a6de-358feccf94ba,864.591,869.591,Player A Zone 9,Drive,Game 3,Player B Zone 4,,,Player B,Left
638,fa983d96-07dc-4733-bbf6-ebd33a1b28b0,865.195,870.195,Player B Zone 4,Drive,Game 3,Player A Zone 4,,,Player B,Left
639,aeefb901-6f61-48e3-a031-b1f33f987a58,866.656,871.656,Player B Zone 3,Net Shot,Game 3,Player A Zone 1,,,Player B,Left
640,8498e776-4e8e-4510-87d3-6749e068dc80,867.558,872.558,Player A Zone 1,Net Shot,Game 3,Net,Won Point Player B,Opp Forced Error,Player B,Left
641,50a9b77a-747c-4c1c-bdc6-9796a7e9b6cf,873.396,878.396,Player B Zone 5,Serve,Game 3,Player A Zone 3,,,Player B,Right
642,d3faa067-b361-46f8-8907-76208a7b1311,874.242,879.242,Player A Zone 3,Lift,Game 3,Player B Zone 9,,,Player B,Right
643,75173a73-9737-465c-9192-52fa9c880f6b,875.144,880.144,Player B Zone 9,Smash,Game 3,Player A Zone 4,,,Player B,Right
644,80dc8d38-b1de-4789-9fb2-0b90e0165d90,875.734,880.734,Player A Zone 4,Short Defence,Game 3,Player B Zone 3,,,Player B,Right
645,5d9c26e1-0f4e-4c3a-97b1-682a3d3185d6,876.454,881.454,Player B Zone 3,Net Shot,Game 3,Net,Won Point Player A,Opp Forced Error,Player B,Right
646,ff5b49e2-9f02-45bd-8818-22114b12941d,880.918,885.918,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Right
647,c264e3a5-6973-4cc2-b4af-eb8e75ae1720,881.641,886.641,Player B Zone 2,Net Shot,Game 3,Player A Zone 1,,,Player A,Right
648,b246d345-f8bf-470b-b52d-950d3cf4c36a,882.584,887.584,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player A,Right
649,c51f0512-8cf3-422f-830e-7c7382146b2b,883.521,888.521,Player B Zone 3,Lift,Game 3,Player A Zone 8,,,Player A,Right
650,8ecf2ed6-a249-45d5-b4c2-fcda4cecdafd,885.513,890.513,Player A Zone 8,Smash,Game 3,Player B Zone 4,,,Player A,Right
651,2f93a98e-00c2-45fb-a8a2-7ec95786832b,886.478,891.478,Player B Zone 4,Drop,Game 3,Net,Won Point Player A,Opp Forced Error,Player A,Right
652,dc67ff9f-e83e-46e9-bb23-da73784b1306,889.85,894.85,Player A Zone 5,Serve,Game 3,Player B Zone 1,,,Player A,Left
653,f70850f6-70d4-4fde-8e01-312ad155d1da,890.362,895.362,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player A,Left
654,636ae7b9-eabf-4401-8155-9e862cb61fdb,891.682,896.682,Player A Zone 9,Clear,Game 3,Player B Zone 7,,,Player A,Left
655,b2231d22-b290-46d1-a4e5-23cf98c66214,892.982,897.982,Player B Zone 7,Smash,Game 3,Player A Zone 6,,,Player A,Left
656,beb794b4-96af-4889-bf3b-596ec2e7d57c,893.613,898.613,Player A Zone 6,Short Defence,Game 3,Player B Zone 1,,,Player A,Left
657,0d45a765-7bf2-4f7e-a711-cc7e9490ceaa,894.302,899.302,Player B Zone 1,Drive,Game 3,Player A Zone 8,,,Player A,Left
658,cc5b4fc9-0e8b-4ce5-b929-e40966f5d0c2,894.933,899.933,Player A Zone 8,Drive,Game 3,Out,Won Point Player B,Opp Forced Error,Player A,Left
659,710806f3-2d83-4df6-9ca8-32aa5b024a4a,905.564,910.564,Player B Zone 5,Serve,Game 3,Player A Zone 2,,,Player B,Left
660,be54fe5f-5035-4551-88df-91230603b85a,906.234,911.234,Player A Zone 2,Lift,Game 3,Player B Zone 9,,,Player B,Left
661,3dfba537-76b2-49ef-91eb-3f360a1a2d28,907.194,912.194,Player B Zone 9,Drive,Game 3,Player A Zone 7,Won Point Player B,Winner,Player B,Left
662,243a1cb0-479f-46b4-a672-37549820dcd0,911.994,916.994,Player B Zone 5,Serve,Game 3,Player A Zone 3,,,Player B,Right
663,fb9f1c6c-0bdf-4ea6-9b8a-8d60978870bf,912.742,917.742,Player A Zone 3,Net Kill,Game 3,Player B Zone 5,Won Point Player A,Winner,Player B,Right
664,2c6dae8d-4b28-48b3-b9eb-f3e64a632592,917.366,922.366,Player A Zone 5,Serve,Game 3,Player B Zone 2,,,Player A,Right
665,584ca335-a9ed-47d6-a19f-2ae43730f225,918.071,923.071,Player B Zone 2,Net Shot,Game 3,Player A Zone 1,,,Player A,Right
666,3692bbca-025f-4f21-9b1f-f8e6db364d77,919.25,924.25,Player A Zone 1,Net Shot,Game 3,Player B Zone 3,,,Player A,Right
667,b85d5c1a-e79f-40c7-a456-6e27bbd849ab,919.785,924.785,Player B Zone 3,Lift,Game 3,Net,Won Point Player A,Opp Forced Error,Player A,Right
668,c1ac675e-b9b8-474b-9ec2-ef03ca253db6,922.96,927.96,Player A Zone 5,Serve,Game 3,Player B Zone 1,,,Player A,Left
669,2ee81830-c027-47be-83db-9d0ceb504efa,923.672,928.672,Player B Zone 1,Lift,Game 3,Player A Zone 9,,,Player A,Left
670,9b2d2a42-63c7-46ae-92b5-b2d65c468ed9,924.868,929.868,Player A Zone 9,Smash,Game 3,Player B Zone 6,,,Player A,Left
671,ddaafdce-3aa1-4e1d-a1f8-c70c83069472,925.487,930.487,Player B Zone 6,Short Defence,Game 3,Player A Zone 1,,,Player A,Left
672,ef357864-400a-46ed-bfee-d0b0c364fd0d,926.451,931.451,Player A Zone 1,Net Shot,Game 3,Player B Zone 1,,,Player A,Left
673,c48ff826-f194-42be-b6d6-ffb524260ae3,927.167,932.167,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,,,Player A,Left
674,27e7db95-ac31-4d3e-8952-7c70a28fefc3,928.301,933.301,Player A Zone 3,Lift,Game 3,Player B Zone 7,,,Player A,Left
675,512aa5a4-e23d-4be1-9eea-fe9c52362706,929.793,934.793,Player B Zone 7,Smash,Game 3,Player A Zone 6,,,Player A,Left
676,8168a2fd-3609-4f45-8172-4d28f9754a83,930.338,935.338,Player A Zone 6,Short Defence,Game 3,Player B Zone 1,,,Player A,Left
677,41ff1b2a-0981-4f6f-8c85-906873a1472a,931.145,936.145,Player B Zone 1,Net Shot,Game 3,Player A Zone 3,,,Player A,Left
678,8c42a0bf-6da0-4f47-be29-dbdc3909a879,932.083,937.083,Player A Zone 3,Net Shot,Game 3,Player B Zone 3,,,Player A,Left
679,edd8de53-ea6c-46a9-aa0a-4258566002cb,933.009,938.009,Player B Zone 3,Net Shot,Game 3,Player A Zone 1,,,Player A,Left
